Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price_euro,Edad,Name_General
Kochi,53024,Petrol,Automatic,3,14.4,1598.0,103.6,5.0,4768.79,12,Volkswagen
Kolkata,23840,Petrol,Manual,3,20.51,998.0,67.04,5.0,3334.82,10,Maruti
Hyderabad,81298,Diesel,Manual,3,20.14,1498.0,88.8,5.0,7225.43,10,Volkswagen
Jaipur,59000,Petrol,Manual,2,16.47,1198.0,73.9,5.0,5446.87,9,Volkswagen
Kochi,51806,Diesel,Manual,3,25.8,1498.0,98.6,5.0,6002.67,8,Honda
Delhi,56000,Diesel,Automatic,3,18.53,1968.0,187.74,5.0,26678.52,10,Audi
Kochi,29279,Diesel,Manual,3,24.7,1047.0,69.0,5.0,8292.57,5,Tata
Kochi,33550,Diesel,Automatic,3,21.5,1498.0,108.5,5.0,10671.41,7,Volkswagen
Hyderabad,62000,Diesel,Automatic,3,18.53,1968.0,187.74,5.0,27790.13,10,Audi
Hyderabad,66000,Diesel,Manual,3,19.01,1461.0,108.5,5.0,7558.92,10,Nissan
Coimbatore,46630,Diesel,Automatic,3,21.66,1498.0,103.52,5.0,9548.69,8,Skoda
Hyderabad,72566,Diesel,Manual,3,25.83,1498.0,99.0,5.0,5880.39,8,Ford
Pune,51482,Diesel,Manual,3,15.42,1405.0,70.0,8.0,2779.01,13,Tata
Chennai,90000,Diesel,Automatic,3,14.84,2143.0,167.62,5.0,15451.31,13,Mercedes-Benz
Jaipur,69000,Diesel,Manual,2,13.0,2982.0,168.5,7.0,22232.1,10,Toyota
Delhi,90000,Petrol,Manual,2,17.0,1497.0,118.0,5.0,3779.46,13,Honda
Mumbai,39000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6113.83,9,Hyundai
Hyderabad,110000,Diesel,Manual,2,20.54,1598.0,103.6,5.0,4057.36,12,Volkswagen
Kochi,68022,Diesel,Manual,3,13.1,2499.0,141.0,7.0,6514.01,13,Ford
Coimbatore,27852,Petrol,Automatic,3,14.8,1497.0,121.36,5.0,11605.16,6,Ford
Coimbatore,68439,Diesel,Manual,3,23.0,1396.0,90.0,5.0,3746.11,13,Hyundai
Delhi,150000,Diesel,Manual,3,12.99,2494.0,100.6,8.0,7725.66,13,Toyota
Mumbai,14000,Diesel,Manual,3,21.5,1497.0,108.5,5.0,11004.89,6,Tata
Hyderabad,71558,Diesel,Manual,3,20.0,1399.0,68.05,5.0,3668.3,12,Ford
Delhi,48000,Diesel,Automatic,2,17.85,2967.0,300.0,4.0,56136.06,11,Porsche
Jaipur,65800,Diesel,Automatic,3,17.01,1582.0,126.2,5.0,13895.06,9,Hyundai
Hyderabad,53000,Diesel,Automatic,3,16.55,1968.0,140.0,5.0,22787.91,10,Audi
Kolkata,14600,Diesel,Manual,3,16.0,2179.0,140.0,7.0,16118.27,7,Mahindra
Jaipur,34429,Diesel,Automatic,3,13.8,2999.0,174.57,7.0,22232.1,7,Isuzu
Delhi,52000,Diesel,Manual,3,23.4,1248.0,74.0,5.0,5835.93,10,Maruti
Kolkata,25470,Petrol,Manual,3,20.73,1373.0,91.1,5.0,6558.47,9,Maruti
Pune,22000,Petrol,Manual,3,21.1,814.0,55.2,5.0,2890.17,11,Hyundai
Chennai,75000,Diesel,Automatic,3,11.0,2987.0,198.5,5.0,12227.66,17,Mercedes-Benz
Pune,95995,Diesel,Automatic,3,18.48,1995.0,177.0,5.0,17229.88,13,BMW
Jaipur,26877,Diesel,Manual,3,24.0,1186.0,73.97,5.0,6391.73,7,Hyundai
Hyderabad,26000,Diesel,Automatic,3,14.47,2993.0,301.73,5.0,83370.39,9,Jaguar
Chennai,140000,Diesel,Manual,2,17.8,1248.0,75.0,5.0,2223.21,17,Maruti
Hyderabad,95291,Petrol,Manual,3,17.92,1086.0,62.1,5.0,2556.69,16,Hyundai
Hyderabad,135000,Diesel,Manual,2,12.8,2494.0,102.0,8.0,9115.16,15,Toyota
Kolkata,32000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,5335.7,9,Hyundai
Mumbai,68333,Diesel,Automatic,2,11.0,2987.0,198.5,5.0,9448.64,16,Mercedes-Benz
Chennai,72000,Diesel,Manual,3,20.0,1399.0,68.0,5.0,3223.65,13,Ford
Ahmedabad,52100,Diesel,Manual,3,21.43,1364.0,86.79,5.0,7225.43,12,Toyota
Jaipur,10000,Petrol,Manual,3,18.9,1197.0,81.86,5.0,6502.89,6,Hyundai
Coimbatore,6261,Diesel,Manual,3,16.3,1956.0,170.0,5.0,26578.48,5,Jeep
Coimbatore,3906,Petrol,Automatic,3,20.89,1197.0,81.8,5.0,8181.41,5,Maruti
Pune,55960,Diesel,Manual,3,11.5,2982.0,171.0,7.0,19175.19,10,Toyota
Jaipur,144000,Diesel,Manual,3,20.54,1598.0,103.6,5.0,7781.24,11,Volkswagen
Mumbai,38000,Diesel,Manual,3,13.68,2393.0,147.8,7.0,19619.83,7,Toyota
Jaipur,51000,Diesel,Manual,3,20.0,1399.0,68.1,5.0,2779.01,11,Ford
Hyderabad,150000,Diesel,Manual,3,23.59,1364.0,67.05,5.0,6669.63,9,Toyota
Mumbai,2500,Diesel,Manual,3,18.06,2523.0,63.0,7.0,9170.74,6,Mahindra
Kochi,41661,Diesel,Automatic,3,12.7,2179.0,187.7,5.0,49833.26,6,Land
Delhi,64000,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,11671.85,13,BMW
Bangalore,80000,Petrol,Manual,2,13.2,1495.0,94.0,5.0,2112.05,16,Hyundai
Jaipur,30000,Petrol,Automatic,2,23.1,998.0,67.04,5.0,4724.32,8,Maruti
Chennai,43000,Diesel,Automatic,2,16.36,2179.0,187.7,5.0,29457.54,10,Jaguar
Bangalore,90000,Diesel,Automatic,2,12.4,2698.0,179.5,5.0,25011.12,11,Audi
Hyderabad,123880,Diesel,Manual,3,23.08,1461.0,63.1,5.0,3668.3,13,Nissan
Jaipur,42000,Petrol,Manual,2,18.0,1198.0,86.7,5.0,4779.9,9,Honda
Chennai,79824,Diesel,Manual,3,19.87,1461.0,83.8,5.0,5835.93,12,Renault
Jaipur,75000,Diesel,Manual,3,12.99,2494.0,100.6,8.0,13061.36,9,Toyota
Ahmedabad,72411,Petrol,Manual,3,18.0,1198.0,86.7,5.0,4724.32,10,Honda
Delhi,63000,Diesel,Automatic,3,14.94,2143.0,204.0,5.0,15807.03,12,Mercedes-Benz
Chennai,53713,Petrol,Manual,3,17.71,1197.0,78.9,5.0,4668.74,9,Toyota
Delhi,18000,Diesel,Automatic,3,11.36,2755.0,171.5,8.0,20286.79,7,Toyota
Bangalore,51000,Diesel,Manual,3,15.8,2148.0,170.0,5.0,20564.7,11,Mercedes-Benz
Chennai,86700,Petrol,Manual,2,16.1,1298.0,88.2,5.0,2667.85,16,Maruti
Kolkata,29000,Diesel,Manual,3,27.39,1248.0,74.0,5.0,7225.43,8,Maruti
Mumbai,33000,Petrol,Automatic,3,23.1,998.0,67.04,5.0,4435.3,9,Maruti
Kochi,64394,Diesel,Manual,3,22.7,1498.0,89.84,5.0,6058.25,10,Ford
Hyderabad,76000,Diesel,Manual,3,18.8,1248.0,90.0,5.0,3001.33,14,Tata
Mumbai,48719,Diesel,Manual,3,27.3,1498.0,98.6,5.0,6947.53,8,Honda
Coimbatore,59711,Diesel,Manual,3,15.1,2179.0,140.0,7.0,14762.12,8,Mahindra
Hyderabad,83000,Diesel,Manual,3,23.08,1461.0,63.1,5.0,4112.94,12,Nissan
Coimbatore,10714,Diesel,Automatic,3,19.27,2143.0,167.62,5.0,43919.52,6,Mercedes-Benz
Hyderabad,127510,Diesel,Manual,2,19.0,1248.0,90.0,5.0,1556.25,14,Tata
Kolkata,35010,Diesel,Manual,3,22.9,1248.0,74.0,5.0,3890.62,10,Maruti
Jaipur,75451,Petrol,Manual,3,17.5,1197.0,85.8,5.0,4201.87,12,Maruti
Pune,83000,Diesel,Manual,3,19.09,1405.0,69.01,5.0,3001.33,9,Tata
Kolkata,38755,Diesel,Manual,3,25.8,1498.0,98.6,5.0,3557.14,11,Honda
Delhi,30000,Petrol,Manual,3,20.4,1197.0,81.8,5.0,5558.03,8,Maruti
Chennai,40000,Diesel,Manual,3,20.77,1248.0,88.8,7.0,7781.24,12,Maruti
Kolkata,19500,Petrol,Manual,2,18.9,1197.0,82.0,5.0,3168.07,10,Hyundai
Ahmedabad,41000,Petrol,Manual,3,19.69,1198.0,67.04,5.0,4724.32,8,Nissan
Bangalore,30000,Petrol,Manual,2,18.9,1197.0,82.0,5.0,5446.87,10,Hyundai
Hyderabad,37000,Diesel,Manual,3,17.1,1956.0,170.0,5.0,18786.13,7,Jeep
Delhi,62000,Diesel,Manual,2,22.07,1199.0,73.9,5.0,4724.32,10,Volkswagen
Pune,42023,Petrol,Automatic,3,15.5,1198.0,86.7,5.0,4824.37,9,Honda
Kolkata,51001,Diesel,Automatic,3,16.09,1995.0,184.0,5.0,18897.29,12,BMW
Kochi,55389,Diesel,Automatic,3,18.88,1995.0,184.0,5.0,31625.17,7,BMW
Kochi,46728,Petrol,Automatic,3,15.6,1497.0,116.3,5.0,6836.37,10,Honda
Kochi,58995,Diesel,Manual,3,12.83,2696.0,162.0,7.0,10282.35,10,Mahindra
Delhi,37857,Diesel,Manual,3,26.59,1248.0,74.0,5.0,5391.29,9,Maruti
Jaipur,71000,Diesel,Manual,3,25.2,1248.0,74.0,5.0,5335.7,10,Maruti
Pune,49024,Petrol,Manual,3,18.4,1198.0,86.8,5.0,2556.69,12,Honda
Mumbai,10770,Petrol,Manual,3,18.9,1197.0,82.0,5.0,5280.12,8,Hyundai
Pune,72000,Diesel,Manual,3,22.95,1248.0,74.0,5.0,5558.03,7,Tata
Jaipur,91000,Petrol,Manual,3,21.1,814.0,55.2,5.0,2779.01,9,Hyundai
Mumbai,14000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6614.05,7,Hyundai
Delhi,48000,Diesel,Automatic,2,9.0,1984.0,181.0,5.0,17785.68,10,Volvo
Delhi,75136,Diesel,Manual,3,22.7,1498.0,89.84,5.0,6836.37,10,Ford
Hyderabad,32500,Petrol,Manual,2,21.1,1197.0,85.8,5.0,4502.0,10,Maruti
Hyderabad,94500,Diesel,Manual,2,21.9,1396.0,90.0,5.0,3445.98,14,Hyundai
Hyderabad,34900,Petrol,Manual,3,22.0,1197.0,81.8,5.0,6102.71,11,Maruti
Coimbatore,42400,Petrol,Automatic,1,8.0,4806.0,394.3,4.0,47698.98,14,Porsche
Jaipur,50000,Diesel,Manual,3,17.8,1248.0,75.0,5.0,6336.15,9,Maruti
Kolkata,35000,Petrol,Manual,3,19.4,1198.0,86.8,5.0,3168.07,10,Honda
Bangalore,37000,Petrol,Manual,2,18.6,1199.0,79.4,5.0,2612.27,12,Chevrolet
Coimbatore,32807,Petrol,Automatic,3,13.0,1591.0,121.3,5.0,16407.29,6,Hyundai
Pune,119000,Petrol,Manual,2,17.7,1497.0,78.0,5.0,2501.11,16,Honda
Mumbai,12000,Petrol,Manual,3,18.5,1197.0,85.8,5.0,4057.36,8,Maruti
Delhi,46727,Diesel,Manual,3,22.77,1498.0,98.59,5.0,8059.14,8,Ford
Hyderabad,73336,Diesel,Automatic,3,13.2,1995.0,170.0,5.0,11883.06,14,BMW
Mumbai,9000,Petrol,Manual,2,17.01,1591.0,121.3,5.0,6113.83,10,Hyundai
Chennai,240000,Diesel,Manual,0,12.8,2494.0,102.0,8.0,5669.19,19,Toyota
Mumbai,25422,Petrol,Manual,3,22.5,998.0,67.04,5.0,3612.72,10,Maruti
Mumbai,14000,Diesel,Manual,3,25.47,1248.0,88.5,7.0,10282.35,6,Maruti
Hyderabad,66000,Petrol,Manual,3,19.7,796.0,46.3,5.0,1889.73,16,Maruti
Kochi,55324,Petrol,Manual,3,19.0,998.0,66.1,5.0,3190.31,14,Maruti
Bangalore,90000,Diesel,Automatic,3,11.0,2993.0,235.0,5.0,19730.99,15,BMW
Kolkata,43000,Petrol,Manual,3,18.15,1198.0,82.0,5.0,5002.22,7,Mahindra
Bangalore,58483,Petrol,Automatic,2,19.2,1197.0,80.0,5.0,3279.24,16,Hyundai
Pune,93000,Petrol,Automatic,2,12.9,1799.0,130.0,5.0,2890.17,17,Honda
Hyderabad,50000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3334.82,14,Hyundai
Ahmedabad,78616,Diesel,Automatic,2,14.84,2143.0,170.0,5.0,17229.88,10,Mercedes-Benz
Pune,37000,Petrol,Manual,3,17.6,1496.0,88.73,5.0,3112.49,13,Toyota
Kolkata,54801,Petrol,Manual,3,17.0,1497.0,118.0,5.0,2779.01,14,Honda
Bangalore,29000,Diesel,Manual,3,23.4,1248.0,74.0,5.0,6391.73,10,Maruti
Pune,68000,Petrol,Manual,3,22.0,1197.0,81.8,5.0,3112.49,14,Maruti
Kolkata,58000,Petrol,Manual,3,17.01,1591.0,121.3,5.0,5102.27,10,Hyundai
Pune,64290,Diesel,Manual,3,23.2,1248.0,73.94,5.0,4057.36,12,Maruti
Mumbai,31000,Diesel,Manual,3,13.0,2982.0,168.5,7.0,22065.36,9,Toyota
Pune,16039,Diesel,Manual,3,17.1,1956.0,170.0,5.0,20564.7,6,Jeep
Hyderabad,19860,Petrol,Manual,3,18.6,1197.0,81.83,5.0,7725.66,7,Hyundai
Jaipur,75391,Diesel,Manual,3,13.93,2179.0,138.0,7.0,4168.52,12,Tata
Jaipur,78000,Diesel,Manual,2,19.3,1248.0,73.9,5.0,2556.69,16,Maruti
Kolkata,78000,Diesel,Manual,3,25.0,1396.0,69.01,5.0,2556.69,8,Tata
Hyderabad,52000,Diesel,Manual,3,28.4,1248.0,74.0,5.0,6614.05,8,Maruti
Kolkata,30000,Petrol,Automatic,3,23.1,998.0,67.04,5.0,3879.5,8,Maruti
Coimbatore,19254,Diesel,Automatic,3,14.69,2993.0,258.0,5.0,53023.57,8,BMW
Coimbatore,29651,Petrol,Manual,3,16.47,1198.0,74.0,5.0,7147.62,9,Volkswagen
Bangalore,80000,Diesel,Manual,3,13.93,2179.0,138.03,7.0,5002.22,13,Tata
Kolkata,2971,Petrol,Automatic,3,13.6,1598.0,181.0,4.0,44186.31,6,Mini
Kolkata,21400,Petrol,Manual,3,15.6,1196.0,70.0,5.0,4446.42,9,Ford
Ahmedabad,77000,Diesel,Manual,3,26.0,1498.0,98.6,5.0,7759.0,9,Honda
Delhi,80000,Diesel,Manual,2,12.6,1991.0,112.0,7.0,1945.31,18,Hyundai
Delhi,81755,Diesel,Manual,3,20.0,1968.0,108.5,5.0,5280.12,11,Skoda
Hyderabad,99593,Diesel,Manual,3,11.5,2982.0,171.0,7.0,26122.72,8,Toyota
Hyderabad,39791,Diesel,Manual,3,22.32,1582.0,126.32,5.0,8325.92,10,Hyundai
Hyderabad,113000,Diesel,Manual,3,15.1,2179.0,140.0,7.0,12060.92,9,Mahindra
Mumbai,24000,Petrol,Manual,3,25.17,799.0,53.3,5.0,3890.62,7,Renault
Bangalore,39000,Petrol,Manual,2,18.6,1197.0,81.83,5.0,7003.11,9,Hyundai
Bangalore,37000,Petrol,Automatic,3,15.6,1497.0,116.3,5.0,7503.33,12,Honda
Coimbatore,61108,Diesel,Automatic,3,10.91,3198.0,197.0,7.0,32103.16,7,Ford
Kochi,61648,Petrol,Automatic,3,13.7,1798.0,157.75,5.0,15818.14,8,Skoda
Mumbai,37000,Diesel,Automatic,1,22.69,1995.0,190.0,5.0,16674.08,12,BMW
Jaipur,65000,Diesel,Manual,3,23.2,1248.0,73.94,5.0,4168.52,11,Maruti
Jaipur,148009,Diesel,Manual,2,11.5,2982.0,171.0,7.0,14172.97,13,Toyota
Mumbai,53001,Petrol,Manual,3,16.1,1298.0,88.2,5.0,2167.63,15,Maruti
Mumbai,22345,Petrol,Manual,3,20.3,1199.0,84.0,5.0,5502.45,6,Tata
Delhi,50000,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,9170.74,9,Honda
Hyderabad,48183,Diesel,Automatic,3,13.2,1995.0,170.0,5.0,23332.59,11,BMW
Hyderabad,93000,Diesel,Automatic,2,14.21,2143.0,203.0,5.0,19453.09,14,Mercedes-Benz
Kochi,53500,Diesel,Manual,3,28.4,1248.0,74.0,5.0,5958.2,9,Maruti
Delhi,17585,Petrol,Manual,3,16.02,1373.0,93.7,7.0,7058.69,10,Maruti
Kolkata,36226,Petrol,Manual,3,17.01,1591.0,121.3,5.0,3279.24,13,Hyundai
Coimbatore,25899,Diesel,Automatic,3,12.63,2179.0,147.5,5.0,61916.41,5,Land
Kolkata,60170,Petrol,Manual,3,0.0,1086.0,62.0,5.0,1278.35,15,Hyundai
Hyderabad,11200,Diesel,Automatic,3,19.27,2143.0,167.62,5.0,41685.19,7,Mercedes-Benz
Kochi,49045,Petrol,Manual,3,20.36,1197.0,78.9,5.0,4524.23,7,Hyundai
Kolkata,45000,Diesel,Manual,3,22.07,1199.0,73.9,5.0,3323.7,12,Volkswagen
Delhi,40000,Diesel,Manual,3,24.3,1248.0,88.5,5.0,8781.68,7,Maruti
Mumbai,36600,Diesel,Manual,3,19.87,1461.0,83.8,5.0,8325.92,8,Renault
Jaipur,117000,Diesel,Manual,3,18.0,1248.0,75.0,5.0,1222.77,15,Tata
Delhi,16000,Diesel,Automatic,3,11.3,2987.0,254.8,7.0,62249.89,8,Mercedes-Benz
Mumbai,50000,Diesel,Manual,3,25.4,1186.0,73.97,5.0,3890.62,8,Hyundai
Hyderabad,150000,Diesel,Manual,3,18.1,1493.0,110.0,5.0,3334.82,16,Hyundai
Mumbai,11000,Petrol,Manual,3,17.01,1591.0,121.3,5.0,6780.79,10,Hyundai
Bangalore,102016,Petrol,Manual,3,15.6,1196.0,70.0,5.0,2501.11,14,Ford
Chennai,38000,Diesel,Manual,3,25.2,1248.0,74.0,5.0,6614.05,8,Maruti
Hyderabad,71491,Diesel,Manual,3,23.08,1461.0,63.12,5.0,5502.45,11,Renault
Bangalore,46354,Petrol,Manual,2,16.47,1198.0,74.0,5.0,6102.71,9,Volkswagen
Delhi,87000,Diesel,Automatic,3,22.69,1995.0,190.0,5.0,7414.41,5,BMW
Ahmedabad,20765,Petrol,Manual,3,15.0,1598.0,103.52,5.0,6947.53,9,Skoda
Coimbatore,51076,Diesel,Automatic,3,12.07,2967.0,241.4,7.0,38772.79,10,Audi
Jaipur,84085,Diesel,Manual,3,26.21,1248.0,88.5,5.0,7670.08,8,Maruti
Kolkata,55000,Diesel,Manual,3,25.1,1498.0,98.6,5.0,6658.51,10,Honda
Mumbai,73000,Petrol,Automatic,3,10.93,3498.0,272.0,5.0,11560.69,14,Mercedes-Benz
Pune,50001,Diesel,Automatic,3,14.57,2967.0,241.38,5.0,32236.55,12,Audi
Coimbatore,93166,Diesel,Manual,2,14.02,2179.0,118.3,7.0,6502.89,8,Mahindra
Kochi,99583,Petrol,Automatic,1,12.0,1493.0,100.0,5.0,2456.65,18,Honda
Mumbai,72000,Petrol,Manual,3,15.5,1586.0,103.3,5.0,2667.85,14,Maruti
Pune,70000,Petrol,Manual,1,14.53,1798.0,138.1,5.0,3334.82,15,Toyota
Pune,61000,Petrol,Automatic,2,14.4,1598.0,103.6,5.0,4168.52,12,Volkswagen
Pune,66510,Petrol,Manual,3,21.1,814.0,55.2,5.0,3279.24,9,Hyundai
Hyderabad,84062,Diesel,Manual,3,20.0,1968.0,108.5,5.0,6447.31,13,Skoda
Hyderabad,80799,Diesel,Manual,3,22.9,1248.0,74.0,5.0,5446.87,12,Maruti
Kolkata,5000,Petrol,Automatic,3,14.28,1798.0,138.03,5.0,18841.71,6,Toyota
Hyderabad,92000,Diesel,Manual,3,12.99,2494.0,100.0,8.0,13895.06,11,Toyota
Hyderabad,53000,Diesel,Manual,3,27.28,1047.0,69.0,5.0,5558.03,7,Tata
Mumbai,39822,Petrol,Manual,3,15.41,1598.0,103.52,5.0,5202.31,9,Skoda
Mumbai,29000,Diesel,Automatic,3,10.91,3198.0,197.0,7.0,33125.83,8,Ford
Kochi,24214,Petrol,Manual,2,25.17,799.0,53.3,5.0,3846.15,7,Renault
Pune,75000,Diesel,Manual,3,23.0,1396.0,90.0,5.0,4446.42,12,Hyundai
Chennai,77216,Diesel,Manual,2,17.5,1896.0,106.0,5.0,5002.22,12,Skoda
Kochi,74290,Diesel,Manual,3,21.43,1364.0,87.2,5.0,6525.12,11,Toyota
Delhi,61000,Diesel,Manual,3,15.4,2179.0,120.0,8.0,10560.25,9,Mahindra
Chennai,44000,Diesel,Automatic,3,14.16,1968.0,174.3,5.0,36127.17,11,Audi
Coimbatore,74041,Diesel,Manual,3,18.2,1248.0,73.8,8.0,4313.03,10,Chevrolet
Coimbatore,85846,Diesel,Automatic,3,22.69,1995.0,190.0,5.0,14539.8,11,BMW
Delhi,52000,Diesel,Manual,3,21.64,1461.0,84.8,5.0,3890.62,12,Nissan
Mumbai,47000,Petrol,Manual,2,12.8,2354.0,177.6,5.0,3890.62,14,Honda
Bangalore,72010,Diesel,Manual,3,16.8,1493.0,110.0,5.0,4946.64,14,Hyundai
Jaipur,15000,Petrol,Manual,3,16.8,796.0,34.2,8.0,2612.27,9,Maruti
Kolkata,480000,Petrol,Manual,3,17.4,1497.0,117.3,5.0,5558.03,9,Honda
Kolkata,24720,Diesel,Automatic,2,0.0,2967.0,241.4,5.0,31124.94,12,Audi
Chennai,75000,Petrol,Manual,2,16.6,1388.0,68.0,5.0,2223.21,17,Ford
Mumbai,57000,Diesel,Manual,3,22.54,1396.0,88.73,5.0,7058.69,9,Hyundai
Kochi,41057,Diesel,Automatic,3,13.0,2143.0,201.1,5.0,27378.84,9,Mercedes-Benz
Chennai,20000,Diesel,Manual,3,22.77,1498.0,98.59,5.0,8781.68,8,Ford
Mumbai,52359,Petrol,Manual,3,18.5,1197.0,80.0,5.0,3612.72,13,Hyundai
Delhi,17000,Petrol,Manual,2,17.8,1497.0,117.3,5.0,9170.74,8,Honda
Kolkata,39002,Diesel,Manual,3,23.08,1461.0,63.1,5.0,3168.07,13,Nissan
Pune,129986,Diesel,Manual,2,20.0,1399.0,68.0,5.0,3557.14,14,Ford
Kolkata,45000,Petrol,Manual,3,18.44,1198.0,75.0,5.0,1945.31,11,Nissan
Ahmedabad,82002,Petrol,Manual,2,12.8,2354.0,177.6,5.0,6391.73,15,Honda
Mumbai,67000,Petrol,Automatic,3,13.7,1798.0,157.75,5.0,5224.54,14,Skoda
Hyderabad,21260,Petrol,Manual,3,14.0,796.0,35.0,5.0,3223.65,7,Maruti
Ahmedabad,55362,Diesel,Manual,3,21.9,1396.0,88.8,5.0,4724.32,12,Hyundai
Chennai,13000,Diesel,Automatic,3,17.01,1582.0,126.2,5.0,16118.27,7,Hyundai
Kochi,45725,Diesel,Manual,3,25.2,1248.0,74.0,5.0,5935.97,8,Maruti
Jaipur,105000,Diesel,Manual,3,25.2,1248.0,74.0,5.0,4279.68,10,Maruti
Hyderabad,156056,Diesel,Manual,3,12.8,2494.0,102.0,8.0,9448.64,15,Toyota
Mumbai,135000,Diesel,Manual,3,24.4,1120.0,71.0,5.0,4668.74,8,Hyundai
Delhi,67000,Diesel,Manual,3,20.77,1248.0,88.7,7.0,7503.33,8,Maruti
Jaipur,90000,Diesel,Automatic,3,10.91,3198.0,197.2,7.0,28901.73,8,Ford
Coimbatore,32251,Diesel,Manual,3,22.54,1396.0,88.73,5.0,9570.92,5,Hyundai
Mumbai,47000,Petrol,Manual,3,19.0,998.0,67.1,5.0,1622.94,15,Maruti
Mumbai,75308,Diesel,Manual,2,21.1,1248.0,73.9,5.0,3112.49,13,Maruti
Mumbai,58000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,6080.48,10,Honda
Mumbai,60000,Petrol,Manual,3,17.5,1298.0,85.8,5.0,2723.43,15,Maruti
Hyderabad,45000,Diesel,Automatic,3,17.05,1995.0,184.0,5.0,23899.51,10,BMW
Mumbai,41195,Petrol,Manual,3,15.0,1368.0,90.0,5.0,1534.02,14,Tata
Chennai,89000,Diesel,Manual,3,16.0,2179.0,140.0,7.0,15006.67,8,Mahindra
Bangalore,60510,Petrol,Automatic,2,16.95,1197.0,78.9,5.0,3445.98,15,Hyundai
Mumbai,8500,Petrol,Manual,3,21.4,1197.0,83.1,5.0,6102.71,8,Maruti
Kochi,35981,Diesel,Manual,3,24.3,1248.0,88.5,5.0,10571.37,7,Maruti
Mumbai,23152,Petrol,Manual,3,15.6,1196.0,70.02,5.0,2656.74,12,Ford
Mumbai,61529,Petrol,Automatic,3,18.19,1197.0,103.5,5.0,6280.57,10,Volkswagen
Ahmedabad,91596,Diesel,Manual,3,14.95,2489.0,93.7,7.0,2056.47,14,Mahindra
Kochi,14298,Petrol,Automatic,3,13.33,2995.0,340.0,5.0,2245.44,5,Porsche
Hyderabad,83327,Diesel,Manual,3,19.3,1248.0,73.9,5.0,6447.31,11,Maruti
Hyderabad,22857,Petrol,Manual,3,16.2,1199.0,74.0,5.0,7670.08,7,Volkswagen
Chennai,34620,Petrol,Manual,2,17.01,1591.0,121.3,5.0,5947.09,11,Hyundai
Bangalore,56000,Petrol,Manual,3,19.81,1086.0,68.05,5.0,3168.07,14,Hyundai
Chennai,81000,Diesel,Automatic,3,13.0,2143.0,204.0,5.0,25289.02,10,Mercedes-Benz
Jaipur,95150,Petrol,Manual,1,17.3,993.0,60.0,5.0,500.22,26,Maruti
Coimbatore,32776,Petrol,Manual,3,20.36,1197.0,78.9,5.0,5157.85,11,Hyundai
Coimbatore,51587,Diesel,Manual,3,25.8,1498.0,98.6,5.0,5858.16,8,Honda
Jaipur,36000,Diesel,Manual,3,14.1,2179.0,148.0,7.0,11116.05,8,Tata
Mumbai,22000,Petrol,Manual,3,18.5,1198.0,86.8,5.0,4390.84,9,Honda
Kochi,30754,Petrol,Manual,3,17.0,1197.0,80.0,5.0,3757.23,14,Hyundai
Coimbatore,37109,Petrol,Manual,3,14.69,1390.0,120.33,5.0,18674.97,6,Volkswagen
Kolkata,45000,Petrol,Manual,3,16.7,1198.0,88.8,5.0,2212.09,14,Honda
Coimbatore,33284,Petrol,Manual,3,18.9,1197.0,82.0,5.0,6491.77,7,Hyundai
Coimbatore,55115,Diesel,Automatic,3,14.74,2993.0,270.9,5.0,40184.53,8,Jaguar
Kolkata,18000,Diesel,Automatic,3,16.36,2179.0,187.7,5.0,28568.25,10,Jaguar
Coimbatore,130790,Diesel,Manual,3,16.0,2179.0,140.0,7.0,10271.23,11,Mahindra
Delhi,16607,Diesel,Manual,3,22.7,1598.0,118.0,5.0,8503.78,9,Maruti
Coimbatore,32205,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,28134.73,9,Audi
Delhi,67000,Diesel,Manual,3,19.01,1461.0,108.45,5.0,5280.12,11,Renault
Coimbatore,57676,Petrol,Manual,3,19.1,1197.0,85.8,5.0,7436.64,10,Maruti
Mumbai,41000,Petrol,Manual,3,16.47,1198.0,73.9,5.0,3445.98,12,Volkswagen
Jaipur,65000,Petrol,Manual,3,19.7,796.0,35.0,8.0,1722.99,12,Maruti
Coimbatore,12153,Petrol,Automatic,3,18.9,1197.0,81.86,5.0,7603.38,5,Hyundai
Hyderabad,16810,Petrol,Manual,3,25.4,624.0,37.5,4.0,1778.57,10,Tata
Kochi,61221,Petrol,Automatic,3,17.84,1395.0,147.51,5.0,24155.18,7,Audi
Mumbai,22000,Petrol,Manual,3,16.47,1198.0,74.0,5.0,5280.12,9,Volkswagen
Chennai,63714,Petrol,Manual,3,22.74,796.0,47.3,5.0,2723.43,9,Maruti
Kochi,14857,Diesel,Automatic,3,20.7,1496.0,113.98,5.0,35071.14,5,Mini
Delhi,69000,Diesel,Automatic,2,15.2,1968.0,140.8,5.0,11393.95,12,Audi
